RegionName,Year,AvgRent
"Amarillo, TX",2017,1032.3253606948226
"Amarillo, TX",2018,1110.13122185266
"Amarillo, TX",2019,1096.2583060902298
"Amarillo, TX",2020,1071.3362876911976
"Amarillo, TX",2021,1157.3196061264664
"Amarillo, TX",2022,1554.116572689988
"Amarillo, TX",2023,1759.4377026054406
"Amarillo, TX",2024,1822.4656650442703
"Ames, IA",2015,1107.7224932689653
"Ames, IA",2016,1131.3193053661264
"Ames, IA",2017,1207.0844584897295
"Ames, IA",2018,1300.7346419481332
"Ames, IA",2019,1287.9519611780122
"Ames, IA",2020,1231.4603202943924
"Ames, IA",2021,1287.8761606207856
"Ames, IA",2022,1696.0677963068174
"Ames, IA",2023,1972.0783778885668
"Anchorage, AK",2014,1861.0554234001886
"Anchorage, AK",2015,1886.006062811899
"Anchorage, AK",2016,1901.4329777516998
"Anchorage, AK",2017,1953.5856598814435
"Anchorage, AK",2018,2067.30276293243
"Anchorage, AK",2019,2055.130168205444
"Anchorage, AK",2020,1966.8781811971455
"Anchorage, AK",2021,2001.7303902513986
"Anchorage, AK",2022,2730.8652218549273
"Anchorage, AK",2023,3139.189448455365
"Anchorage, AK",2024,3202.500249150064
"Ann Arbor, MI",2013,1460.438149090226
"Ann Arbor, MI",2014,1528.1350759564345
"Ann Arbor, MI",2015,1621.4453515563273
"Ann Arbor, MI",2016,1703.270078431948
"Ann Arbor, MI",2017,1825.3364187345985
"Ann Arbor, MI",2018,1977.140800246941
"Ann Arbor, MI",2019,1950.9752713977398
"Ann Arbor, MI",2020,1946.3946143558862
"Ann Arbor, MI",2024,3020.6799316085876
"Anniston, AL",2013,695.8204477847345
"Anniston, AL",2015,687.9647453165803
"Anniston, AL",2016,666.2003919322605
"Anniston, AL",2017,694.2771861288952
"Anniston, AL",2018,759.7808564866267
"Anniston, AL",2019,767.3033706121073
"Anniston, AL",2020,744.6767879550312
"Anniston, AL",2021,812.3541680193603
"Anniston, AL",2022,1064.1185122163727
"Anniston, AL",2023,1191.249079681131
"Appleton, WI",2012,1072.087172844084
"Appleton, WI",2013,1109.8115233782146
"Appleton, WI",2014,1136.9194324792707
"Appleton, WI",2015,1137.6824657657946
"Appleton, WI",2016,1152.3558402438127
"Appleton, WI",2017,1243.082990044231
"Appleton, WI",2018,1363.3891308005823
"Appleton, WI",2019,1366.4785930877813
"Appleton, WI",2020,1352.8119950268956
"Appleton, WI",2021,1453.0069661300904
"Appleton, WI",2022,1936.3235339808325
"Appleton, WI",2023,2333.321886825215
"Asheville, NC",2014,1197.2611016662374
"Asheville, NC",2015,1242.1475999221473
"Asheville, NC",2016,1314.661107434956
"Asheville, NC",2017,1448.898846901314
"Asheville, NC",2018,1632.9465916246436
"Asheville, NC",2019,1596.8206857118892
"Asheville, NC",2020,1568.9860284896488
"Asheville, NC",2021,1798.7376566068367
"Asheville, NC",2022,2565.59010872745
"Asheville, NC",2023,3020.9158594721516
"Asheville, NC",2024,3207.6426863359643
"Athens, GA",2013,933.1273594595965
"Athens, GA",2014,1015.6642811983448
"Athens, GA",2015,1011.4980422961895
"Athens, GA",2016,1041.574403719376
"Athens, GA",2017,1141.4060604237973
"Athens, GA",2018,1279.2278289551177
"Athens, GA",2019,1326.078269743264
"Athens, GA",2020,1346.2795135849192
"Athens, GA",2021,1528.5206488973017
"Athens, GA",2022,2176.0643036653987
"Athens, GA",2023,2554.7989371937524
"Atlanta, GA",2012,822.0035949294482
"Atlanta, GA",2013,929.496037699797
"Atlanta, GA",2014,1101.857555462545
"Atlanta, GA",2015,1133.5539110501559
"Atlanta, GA",2016,1198.4961236605898
"Atlanta, GA",2017,1330.0856172123688
"Atlanta, GA",2018,1516.2909944486712
"Atlanta, GA",2019,1534.2007577831682
"Atlanta, GA",2020,1522.156248092964
"Atlanta, GA",2021,1718.2731062717558
"Atlanta, GA",2022,2545.6947284600437
"Atlanta, GA",2023,2937.50250024209
"Atlanta, GA",2024,3048.111925468005
"Atlantic City, NJ",2012,1448.4303504241118
"Atlantic City, NJ",2013,1506.533617674182
"Atlantic City, NJ",2014,1562.4795985812643
"Atlantic City, NJ",2015,1531.9416109011415
"Atlantic City, NJ",2016,1488.6423837669972
"Atlantic City, NJ",2017,1489.572330171598
"Atlantic City, NJ",2018,1575.923586430749
"Atlantic City, NJ",2019,1590.8731735363401
"Atlantic City, NJ",2020,1602.8574334168325
"Atlantic City, NJ",2021,1788.4152223578033
"Atlantic City, NJ",2022,2376.4408611475747
"Atlantic City, NJ",2023,2798.3403793007396
"Auburn, AL",2013,978.4451239329245
"Auburn, AL",2014,1018.2976399223179
"Auburn, AL",2015,1066.180654792215
"Auburn, AL",2016,1074.085341410744
"Auburn, AL",2017,1161.8292886483157
"Auburn, AL",2018,1298.853570771137
"Auburn, AL",2019,1310.084823452027
"Auburn, AL",2020,1281.4171839566523
"Auburn, AL",2021,1379.5339983662325
"Auburn, AL",2022,1887.922923090341
"Auburn, AL",2023,2246.6683415351254
"Auburn, AL",2024,2365.1845865814716
"Augusta, GA",2012,765.059909542621
"Augusta, GA",2013,744.0293249898805
"Augusta, GA",2014,807.430627279614
"Augusta, GA",2015,809.3996987402294
"Augusta, GA",2016,834.274906698086
"Augusta, GA",2017,894.5134010034573
"Augusta, GA",2018,989.5180445880978
"Augusta, GA",2019,1018.3673884692006
"Augusta, GA",2020,992.1749137313888
"Augusta, GA",2021,1094.2775972572656
"Augusta, GA",2022,1525.9464618685415
"Augusta, GA",2023,1766.9340082358842
"Austin, TX",2014,1688.357133013742
"Austin, TX",2015,1791.3056674125276
"Austin, TX",2016,1879.9068567809175
"Austin, TX",2017,2075.533116964615
"Austin, TX",2018,2222.4641442989564
"Austin, TX",2019,2218.5610632526077
"Austin, TX",2020,2202.858211637404
"Austin, TX",2021,2703.1186788406562
"Austin, TX",2022,3835.645951193778
"Austin, TX",2023,3923.4103610341085
"Austin, TX",2024,3857.623779748104
"Bakersfield, CA",2012,844.9475642469524
"Bakersfield, CA",2014,1136.263598385729
"Bakersfield, CA",2015,1178.3693157950743
"Bakersfield, CA",2016,1219.7385478377319
"Bakersfield, CA",2017,1315.6863854630476
"Bakersfield, CA",2018,1462.9123417744515
"Bakersfield, CA",2019,1464.4475597868907
"Bakersfield, CA",2020,1440.0406446591235
"Bakersfield, CA",2022,2293.4119377645384
"Bakersfield, CA",2023,2638.322396201445
"Bakersfield, CA",2024,2771.6757100195937
"Baltimore, MD",2014,1717.324640453755
"Baltimore, MD",2015,1702.1334072971165
"Baltimore, MD",2016,1705.7864960740478
"Baltimore, MD",2017,1763.4620936612607
"Baltimore, MD",2018,1896.8461073138926
"Baltimore, MD",2019,1851.7111229952554
"Baltimore, MD",2020,1789.0105550705277
"Baltimore, MD",2021,1923.9327848557925
"Baltimore, MD",2022,2525.717795454733
"Baltimore, MD",2023,2923.663126624581
"Baltimore, MD",2024,3016.8299990366104
"Bangor, ME",2012,921.2443486169126
"Bangor, ME",2013,954.7932482154888
"Bangor, ME",2014,911.1069912728572
"Bangor, ME",2015,970.2900358041261
"Bangor, ME",2016,963.3359519547762
"Bangor, ME",2017,1014.399708934057
"Bangor, ME",2018,1108.043811095889
"Bangor, ME",2019,1086.8425125216943
"Bangor, ME",2020,1072.0885120175194
"Bangor, ME",2021,1217.1458888309471
"Bangor, ME",2022,1670.4100294867706
"Bangor, ME",2023,1991.0387289657972
"Bangor, ME",2024,2086.1350284829277
"Barnstable Town, MA",2012,2005.5504798078694
"Barnstable Town, MA",2013,2129.39004407087
"Barnstable Town, MA",2014,2236.6854428181555
"Barnstable Town, MA",2015,2215.1644490796048
"Barnstable Town, MA",2016,2271.6655166249934
"Barnstable Town, MA",2017,2452.839167670447
"Barnstable Town, MA",2018,2710.995190840191
"Barnstable Town, MA",2019,2643.7724341512812
"Barnstable Town, MA",2020,2546.633354051186
"Barnstable Town, MA",2021,2982.359581101709
"Barnstable Town, MA",2022,4314.963163733489
"Barnstable Town, MA",2023,5128.496187923605
"Barnstable Town, MA",2024,5411.146854041035
"Baton Rouge, LA",2012,1067.0990381843897
"Baton Rouge, LA",2013,1062.2687090266743
"Baton Rouge, LA",2014,1107.089399777514
"Baton Rouge, LA",2015,1113.8865748463281
"Baton Rouge, LA",2016,1146.4156272390633
"Baton Rouge, LA",2017,1165.408883760925
"Baton Rouge, LA",2018,1326.030692800834
"Baton Rouge, LA",2019,1279.245662120344
"Baton Rouge, LA",2020,1174.3754117072065
"Baton Rouge, LA",2021,1219.3562143426273
"Baton Rouge, LA",2022,1611.1198618298906
"Battle Creek, MI",2014,639.26346731608
"Battle Creek, MI",2015,662.3481408313299
"Battle Creek, MI",2016,688.0309897251497
"Battle Creek, MI",2017,740.6913711183546
"Battle Creek, MI",2018,817.0812693120101
"Battle Creek, MI",2024,1425.048256115297
"Bay City, MI",2014,708.9178808379756
"Bay City, MI",2015,675.7808268141754
"Bay City, MI",2016,686.3842162569736
"Bay City, MI",2017,713.4235175709781
"Bay City, MI",2018,770.057630754849
"Bay City, MI",2019,747.7145504482793
"Bay City, MI",2020,774.5019645071812
"Bay City, MI",2021,816.5171081584557
"Bay City, MI",2022,1065.473690146515
"Bay City, MI",2023,1248.0658028775697
"Bay City, MI",2024,1361.8759995337623
"Beaumont, TX",2014,914.1457247148751
"Beaumont, TX",2015,897.7152988482535
"Beaumont, TX",2016,893.7069437523011
"Beaumont, TX",2017,955.7309298876233
"Beaumont, TX",2018,1042.6604385956598
"Beaumont, TX",2019,1070.8260212725565
"Beaumont, TX",2020,1073.9341924362295
"Beaumont, TX",2021,1109.3766448646975
"Beaumont, TX",2022,1381.4821698111298
"Beaumont, TX",2023,1465.3475933745074
"Beaumont, TX",2024,1475.454708861721
"Beckley, WV",2012,446.9501373922749
"Beckley, WV",2013,472.0861449591021
"Beckley, WV",2015,508.2711940492481
"Beckley, WV",2016,524.6363710370913
"Beckley, WV",2017,527.9689768371323
"Beckley, WV",2018,558.8818605596756
"Beckley, WV",2019,546.74521134952
"Beckley, WV",2022,793.7999620006561
"Beckley, WV",2023,948.7580691302733
"Beckley, WV",2024,1032.8961483620164
"Bellingham, WA",2014,1665.768258870424
"Bellingham, WA",2015,1696.4761608250947
"Bellingham, WA",2016,1844.600150463627
"Bellingham, WA",2017,2047.2985478948074
"Bellingham, WA",2018,2383.837811052985
"Bellingham, WA",2019,2408.6408456245063
"Bellingham, WA",2020,2404.212076431341
"Bellingham, WA",2021,2764.197882580629
"Bellingham, WA",2022,3917.142511819715
"Bellingham, WA",2023,4375.1056765635985
"Bend, OR",2014,1772.9388717019128
"Bend, OR",2015,1908.524253411758
"Bend, OR",2016,2040.4077726193398
"Bend, OR",2017,2277.4707982902887
"Bend, OR",2018,2558.734711474837
"Bend, OR",2019,2521.9987821469954
"Bend, OR",2021,3074.9850371643565
"Bend, OR",2022,4430.855517553923
"Bend, OR",2023,4855.000437718054
"Billings, MT",2012,1175.4358584276285
"Billings, MT",2013,1276.4764730612053
"Billings, MT",2015,1451.9075601585473
"Billings, MT",2016,1447.2686374835928
"Billings, MT",2017,1515.7619741307935
"Billings, MT",2018,1637.7682918966748
"Billings, MT",2019,1597.718170954084
"Billings, MT",2020,1547.4862078212552
"Billings, MT",2021,1702.9207472701235
"Billings, MT",2022,2426.9078375141867
"Billings, MT",2023,2883.084164914089
"Binghamton, NY",2015,878.335228490032
"Binghamton, NY",2016,874.3339211733731
"Binghamton, NY",2017,933.3456217556114
"Binghamton, NY",2018,801.0462401689624
"Birmingham, AL",2012,814.934897826959
"Birmingham, AL",2013,877.063673054968
"Birmingham, AL",2014,917.809734623603
"Birmingham, AL",2015,914.304540054753
"Birmingham, AL",2016,944.8812511337554
"Birmingham, AL",2017,992.4882235775071
"Birmingham, AL",2018,1086.9032689573387
"Birmingham, AL",2019,1085.9802643759342
"Birmingham, AL",2020,1082.5275792572481
"Birmingham, AL",2021,1193.7825834893788
"Birmingham, AL",2022,1662.3558316399958
"Birmingham, AL",2023,1924.5875615872274
"Birmingham, AL",2024,1985.4042149551278
"Bismarck, ND",2012,1290.7178371516704
"Bismarck, ND",2013,1341.7957204850172
"Bismarck, ND",2014,1550.2823028633393
"Bismarck, ND",2015,1638.4359108029978
"Bismarck, ND",2016,1603.4865492481447
"Bismarck, ND",2017,1590.6017808508516
"Bismarck, ND",2018,1738.1142966428263
"Bismarck, ND",2019,1672.3442808850139
"Bismarck, ND",2020,1618.4668058865807
"Bismarck, ND",2021,1673.71324514297
"Bismarck, ND",2022,2217.5347455890214
"Bismarck, ND",2023,2584.634789193252
"Blacksburg, VA",2012,937.2274080537621
"Blacksburg, VA",2013,11350.170836690626
"Blacksburg, VA",2014,1015.5444052285669
"Blacksburg, VA",2015,998.6577361172666
"Blacksburg, VA",2016,1005.5173784609811
"Blacksburg, VA",2017,1057.2103162925393
"Blacksburg, VA",2018,1151.9996590387743
"Blacksburg, VA",2019,1038.4203564179008
"Blacksburg, VA",2020,1138.351568923743
"Blacksburg, VA",2021,1245.9455702050016
"Blacksburg, VA",2022,1689.3963007156133
"Blacksburg, VA",2023,1964.2132765805475
"Blacksburg, VA",2024,2026.880893489346
"Bloomington, IL",2012,1161.0097052431713
"Bloomington, IL",2013,1224.4365361250032
"Bloomington, IL",2014,1275.7907519682556
"Bloomington, IL",2015,1240.9686146155968
"Bloomington, IL",2016,1249.4632838922257
"Bloomington, IL",2017,1289.1389474210096
"Bloomington, IL",2018,1343.809101159453
"Bloomington, IL",2019,1216.9524007784676
"Bloomington, IL",2020,1167.6996685187949
"Bloomington, IL",2021,1279.4291197230611
"Bloomington, IL",2022,1671.3492852305687
"Bloomington, IL",2023,1951.493206771837
"Bloomington, IN",2012,856.1248437931853
"Bloomington, IN",2013,910.6500042944258
"Bloomington, IN",2014,955.7378691711289
"Bloomington, IN",2016,977.5378248804541
"Bloomington, IN",2017,1056.0896951063232
"Bloomington, IN",2018,1184.9274194041673
"Bloomington, IN",2019,1197.8100373829911
"Bloomington, IN",2020,1197.064534167047
"Bloomington, IN",2021,1339.6056908427615
"Bloomington, IN",2022,1836.1373656345602
"Bloomington, IN",2023,2153.1702841071015
"Bloomsburg, PA",2014,1014.0355196790744
"Bloomsburg, PA",2015,960.8404743529527
"Bloomsburg, PA",2016,975.0440079205165
"Bloomsburg, PA",2017,1013.8368122910816
"Bloomsburg, PA",2018,1246.370640779114
"Bloomsburg, PA",2019,1236.1715790826966
"Bloomsburg, PA",2020,1221.2746549329202
"Bloomsburg, PA",2021,1278.7096535547553
"Bloomsburg, PA",2022,1621.550676112786
"Bloomsburg, PA",2023,1835.864923508331
"Bloomsburg, PA",2024,1815.3807956969522
"Boise City, ID",2012,860.0721607150604
"Boise City, ID",2013,1033.9673810966224
"Boise City, ID",2014,1156.384062853349
"Boise City, ID",2015,1172.7694616200959
"Boise City, ID",2016,1242.0780711870823
"Boise City, ID",2017,1402.2312786069879
"Boise City, ID",2018,1632.2816810861234
"Boise City, ID",2019,1764.4475015114779
"Boise City, ID",2020,1830.4760669133948
"Boise City, ID",2021,2336.4899890283673
"Boise City, ID",2022,3250.710504655501
"Boise City, ID",2023,3397.391088172329
"Boise City, ID",2024,3437.365400025976
"Boston, MA",2012,2055.0160830811815
"Boston, MA",2013,2249.666698050895
"Boston, MA",2014,2431.011848207922
"Boston, MA",2015,2497.9369348763203
"Boston, MA",2016,2609.1191037632116
"Boston, MA",2017,2852.2469617748848
"Boston, MA",2018,3172.1320042949005
"Boston, MA",2019,3100.952459809787
"Boston, MA",2020,3009.793854182961
"Boston, MA",2021,3274.858810240252
"Boston, MA",2022,4361.738033128003
"Boston, MA",2023,5047.660938559111
"Boston, MA",2024,5352.091269833931
"Boulder, CO",2012,1808.1441361893415
"Boulder, CO",2013,2015.9256263708037
"Boulder, CO",2014,2204.335693197498
"Boulder, CO",2015,2375.685813596021
"Boulder, CO",2016,2629.0367459173644
"Boulder, CO",2017,2951.3892221538867
"Boulder, CO",2018,3229.9464497416197
"Boulder, CO",2019,3153.4644701730813
"Boulder, CO",2020,3079.028498347639
"Boulder, CO",2021,3404.405880855255
"Boulder, CO",2022,4917.323343909662
"Boulder, CO",2023,5461.266133542539
"Boulder, CO",2024,5496.205496181575
"Bowling Green, KY",2014,817.6333515417251
"Bowling Green, KY",2015,827.2141271895913
"Bowling Green, KY",2016,845.9170886725561
"Bowling Green, KY",2017,945.5156785851468
"Bowling Green, KY",2018,1045.2133571703837
"Bowling Green, KY",2019,1036.038177679264
"Bowling Green, KY",2020,1024.0389323082595
"Bremerton, WA",2012,1488.0423598623872
"Bremerton, WA",2013,1575.5225378429793
"Bremerton, WA",2014,1662.0556359570337
"Bremerton, WA",2015,1699.5330387933943
"Bremerton, WA",2016,1832.1163629908099
"Bremerton, WA",2017,2101.47515441351
"Bremerton, WA",2018,2351.814067244209
"Bremerton, WA",2019,2333.6915429378782
"Bremerton, WA",2020,2394.166390570286
"Bremerton, WA",2021,2770.908800728785
"Bremerton, WA",2022,3804.762008285501
"Bremerton, WA",2023,4152.952428513912
"Bridgeport, CT",2012,2596.159369748535
"Bridgeport, CT",2013,2720.5502016832947
"Bridgeport, CT",2014,2842.151575731958
"Bridgeport, CT",2015,2806.9226760923916
"Bridgeport, CT",2016,2791.7593248476783
"Bridgeport, CT",2017,2904.45813169623
"Bridgeport, CT",2018,3072.8860994679235
"Bridgeport, CT",2019,2919.3974052129483
"Bridgeport, CT",2020,2784.0943018378457
"Bridgeport, CT",2021,3069.132503206499
"Bridgeport, CT",2022,4049.2432763008437
"Bridgeport, CT",2023,4785.03921188406
"Bridgeport, CT",2024,5147.870576868933
"Brownsville, TX",2014,845.3311771898417
"Brownsville, TX",2015,842.197059686006
"Brownsville, TX",2016,846.2817726929399
"Brownsville, TX",2017,900.2043865371719
"Brownsville, TX",2018,957.8577098232307
"Brownsville, TX",2019,922.4067017178567
"Brownsville, TX",2022,1363.8543028680176
"Brownsville, TX",2023,1587.9348207500188
"Brownsville, TX",2024,1648.6156285755153
"Brunswick, GA",2013,927.5306558875733
"Brunswick, GA",2014,1057.3478154104762
"Brunswick, GA",2015,971.8552542767158
"Brunswick, GA",2016,1003.8203447172691
"Brunswick, GA",2017,1066.6279086646302
"Brunswick, GA",2018,1208.054849433942
"Brunswick, GA",2019,1213.8894016786664
"Brunswick, GA",2020,1209.5145160396235
"Brunswick, GA",2021,1311.956128281037
"Brunswick, GA",2022,1869.464177751601
"Brunswick, GA",2023,2224.1395119544663
"Buffalo, NY",2016,881.7205521987853
"Buffalo, NY",2017,1115.6327034006333
"Burlington, NC",2016,865.9799395890785
"Burlington, NC",2017,916.7943828077497
"Burlington, NC",2018,1011.3381314612917
"Burlington, NC",2019,1022.2762788158262
"Burlington, NC",2020,1007.6051029971936
"Burlington, NC",2021,1128.2954057366478
"Burlington, NC",2022,1649.6937914227
"Burlington, NC",2023,2003.7966943139972
"Burlington, VT",2013,1751.5413182721695
"Burlington, VT",2014,1818.8271127475389
"Burlington, VT",2015,1809.927832665567
"Burlington, VT",2016,1805.5352189345915
"Burlington, VT",2017,2059.5207761435295
"Burlington, VT",2019,2094.2220988427257
"Burlington, VT",2023,3776.373915435642
"California, MD",2014,1824.0572340611473
"California, MD",2015,1774.7439258960121
"California, MD",2016,1746.4056933752545
"California, MD",2017,1823.7298866048257
"California, MD",2018,1955.678710141975
"California, MD",2019,1909.6373660851475
"California, MD",2020,1858.9695632337932
"California, MD",2021,2016.2951472113134
"California, MD",2022,2649.099559332152
"California, MD",2023,3042.1569984839175
"California, MD",2024,3119.2314182773557
"Canton, OH",2012,638.5784080884881
"Canton, OH",2013,659.2089154965689
"Canton, OH",2014,761.945192118346
"Canton, OH",2015,771.2550696480906
"Canton, OH",2016,798.8439828823836
"Canton, OH",2017,846.8258091972003
"Canton, OH",2018,931.3130675564621
"Canton, OH",2019,926.2394840329084
"Canton, OH",2020,910.8713944863615
"Canton, OH",2021,1003.1674885643438
"Canton, OH",2022,1303.3181708446898
"Canton, OH",2023,1517.8871678686537
"Cape Coral, FL",2012,956.1433789927993
"Cape Coral, FL",2013,1111.9200670844637
"Cape Coral, FL",2014,1241.6100181297932
"Cape Coral, FL",2015,1320.0976044983122
"Cape Coral, FL",2016,1426.485103497139
"Cape Coral, FL",2017,1523.1639801400336
"Cape Coral, FL",2018,1631.2683013588014
"Cape Coral, FL",2019,1585.9600169565583
"Cape Coral, FL",2020,1532.1648805432458
"Cape Coral, FL",2021,1743.3565111637772
"Cape Coral, FL",2022,2747.81080829376
"Cape Coral, FL",2023,3197.8355748226513
"Cape Girardeau, MO",2012,783.2474161576201
"Cape Girardeau, MO",2013,810.2034889732831
"Cape Girardeau, MO",2014,888.7824393728248
"Cape Girardeau, MO",2015,854.1384071990909
"Cape Girardeau, MO",2016,874.7708196803254
"Cape Girardeau, MO",2017,928.6040332308121
"Cape Girardeau, MO",2018,1003.0610570140998
"Cape Girardeau, MO",2019,976.5820387752451
"Cape Girardeau, MO",2020,949.7355836882322
"Cape Girardeau, MO",2021,1027.8650507774025
"Cape Girardeau, MO",2022,1404.2751682255537
"Cape Girardeau, MO",2023,1607.8605042094823
"Carbondale, IL",2013,715.919619273296
"Carbondale, IL",2015,753.6460540461543
"Carbondale, IL",2017,782.0491289296491
"Carbondale, IL",2018,828.8880843101257
"Carbondale, IL",2019,818.8479305219375
"Carbondale, IL",2020,801.7531862434416
"Carbondale, IL",2021,821.4669830673247
"Carbondale, IL",2022,1045.2766965089645
"Carbondale, IL",2023,1182.4234771084778
"Carson City, NV",2012,895.8946464871897
"Carson City, NV",2013,1025.8552846067435
"Carson City, NV",2014,1158.9803035399711
"Carson City, NV",2015,1242.6507320967694
"Carson City, NV",2016,1398.7350896038406
"Carson City, NV",2017,1593.391106853914
"Carson City, NV",2018,1842.683909316457
"Carson City, NV",2019,1880.8375416066356
"Carson City, NV",2020,1824.8245941708112
"Carson City, NV",2021,2118.859912432314
"Carson City, NV",2022,2955.6176069341423
"Carson City, NV",2023,3255.9361433500076
"Carson City, NV",2024,3561.9014618853817
"Casper, WY",2015,1295.881024411164
"Casper, WY",2017,1260.9988140925832
"Casper, WY",2018,1314.505789589559
"Casper, WY",2019,1295.8613641748327
"Casper, WY",2020,1273.352113860821
"Casper, WY",2021,1356.7634654172045
"Casper, WY",2022,1828.3608370985396
"Casper, WY",2023,2169.3676355786943
"Cedar Rapids, IA",2012,932.1235976008035
"Cedar Rapids, IA",2013,982.8210760922233
"Cedar Rapids, IA",2014,1023.1820951537262
"Cedar Rapids, IA",2015,1019.976532071351
"Cedar Rapids, IA",2016,1028.3282235203096
"Cedar Rapids, IA",2017,1075.8429898957636
"Cedar Rapids, IA",2018,1157.388631979006
"Cedar Rapids, IA",2019,1151.1180827093551
"Cedar Rapids, IA",2020,1118.605333699639
"Cedar Rapids, IA",2021,1186.7556504002932
"Cedar Rapids, IA",2022,1539.0443833449133
"Cedar Rapids, IA",2023,1798.6133431293395
"Chambersburg, PA",2012,878.8880538095787
"Chambersburg, PA",2013,920.7339992915598
"Chambersburg, PA",2014,949.4247534943776
"Chambersburg, PA",2015,942.2830045195129
"Chambersburg, PA",2016,951.2220220832909
"Chambersburg, PA",2017,1016.212485188033
"Chambersburg, PA",2018,1301.8925736365343
"Chambersburg, PA",2020,1275.8531940780974
"Chambersburg, PA",2021,1378.2112423422332
"Chambersburg, PA",2022,1807.4501193045035
"Chambersburg, PA",2023,2095.054576817371
"Chambersburg, PA",2024,2337.9625062693017
"Champaign, IL",2012,1011.1424270752973
"Champaign, IL",2013,1038.1941185093826
"Champaign, IL",2014,1070.4324948979413
"Champaign, IL",2015,1070.242104944194
"Champaign, IL",2016,1074.5719397262044
"Champaign, IL",2017,1145.7586210376824
"Champaign, IL",2018,1207.1779781646449
"Champaign, IL",2019,1173.648127535186
"Champaign, IL",2020,1126.8138001427214
